"latitude","longitude","bbl","numfloors","flood_type","undefined","wood","masonry","concrete","steel","bldgshape_id","bsmtarea","nb_singlefloorarea","b_singlefloorarea","mod","boolean"
40.6926714,-74.0182386,1000010010,0,"Salt",,406,405,,,10,,,,1.198,FALSE
40.6898035,-74.0450187,1000010101,0,"Salt",,408,407,,,10,,,,1.198,FALSE
40.6898035,-74.0450187,1000010201,0,"Salt",,,,,,,,,,1.198,FALSE
40.7754616,-73.9915197,1000010301,0,,,,,,,,,,,1.198,FALSE
40.7754616,-73.9915197,1000010401,0,,,,,,,,,,,1.198,FALSE
40.743493,-73.9716586,1000020001,5,"Salt",,406,405,,,10,,56000,46666.6666666667,1.198,FALSE
40.7012698,-74.0116969,1000020002,5,"Salt",,406,405,,,10,,31639.4,26366.1666666667,1.198,TRUE
40.743493,-73.9716586,1000020003,1,,,406,405,,,10,,7500,3750,1.198,FALSE
40.6932222,-74.0016887,1000020023,2,"Salt",,,,,,,,12173,8115.33333333333,1.198,FALSE
40.7032775,-74.0170279,1000030001,1,"Salt",,,,,,,0,945425,,1.198,FALSE
40.701747,-74.013996,1000030002,0,,,,,,,,,,,1.198,FALSE
40.701747,-74.013996,1000030003,0,"Salt",,,,,,,0,,,1.198,FALSE
40.7830603,-73.9712488,1000030004,0,,,,,,,,,,,,FALSE
40.7010383,-74.0144042,1000030010,3,"Salt",,,,,,,0,41266.6666666667,,1.198,FALSE
40.7021565,-74.0121223,1000047501,50,"Salt",,11,10,,,32,,37762.52,37022.0784313726,1.198,TRUE
40.702764,-74.010757,1000050010,22,"Salt",,32,30,,,31,44191.5652173913,,44191.5652173913,1.198,TRUE
40.7023453,-74.0105063,1000057501,40,"Salt",,32,30,,,32,,25605.725,24981.1951219512,1.198,TRUE
40.7018411,-74.0109179,1000060001,0,"Salt",,,,,,,,,,1.198,FALSE
40.7033,-74.0110289,1000070027,4.5,"Salt",,11,10,,,32,660.363636363636,,660.363636363636,1.198,TRUE
40.7030816,-74.0110088,1000070028,4.5,"Salt",2,,,,,11,746.181818181818,,746.181818181818,1.198,TRUE
40.70325,-74.011122,1000070029,5,"Salt",,408,407,,,10,800,,800,1.198,TRUE
40.703218,-74.011221,1000070030,5,"Salt",,408,407,,,10,1007.5,,1007.5,1.198,TRUE
40.7031685,-74.0115599,1000070031,5,"Salt",2,,,,,12,1245.83333333333,,1245.83333333333,1.198,TRUE
40.7036075,-74.01159,1000070033,3,"Salt",,408,407,,,10,1530,,1530,1.198,TRUE
40.7033377,-74.0114849,1000070035,4,"Salt",,408,407,,,10,1623.8,,1623.8,1.198,TRUE
40.703394,-74.011174,1000070037,5.5,"Salt",,408,407,,,10,1421.53846153846,,1421.53846153846,1.198,TRUE
40.703428,-74.011081,1000070038,5,"Salt",2,,,,,12,,1497,1247.5,1.198,TRUE
40.7036657,-74.0106214,1000077501,6,"Salt",2,,,,,13,,7349.5,6299.57142857143,1.198,TRUE
40.7031228,-74.0108484,1000077502,4.5,"Salt",2,,,,,11,,3309.77777777778,2708,1.198,TRUE
40.7032519,-74.0124238,1000080039,7.5,"Salt",3,,,,,21,5496.94117647059,,5496.94117647059,1.198,TRUE
40.703135,-74.011937,1000080044,0,"Salt",,,,,,,,,,1.198,FALSE
40.7027061,-74.0122305,1000080051,0,"Salt",3,,,,,21,0,,,1.198,FALSE
40.7029384,-74.0126855,1000087501,19,"Salt",2,,,,,13,,8897.94736842105,8453.05,1.198,TRUE
40.7028209,-74.0135825,1000090001,32,"Salt",,32,30,,,31,25606.6060606061,,25606.6060606061,1.198,TRUE
40.702612,-74.0136969,1000090007,4.5,"Salt",60,,,,,10,1579.09090909091,,1579.09090909091,1.198,TRUE
40.702795,-74.01412,1000090014,42,"Salt",,32,30,,,31,12651.511627907,,12651.511627907,1.198,TRUE
40.7031192,-74.0135342,1000090029,35,"Salt",,32,30,,,32,24915.4444444444,,24915.4444444444,1.198,TRUE
40.703459,-74.012096,1000100001,2,"Salt",,32,30,,,33,8161.33333333333,,8161.33333333333,1.198,TRUE
40.7034323,-74.0126601,1000100014,30,"Salt",,32,30,,,32,11799.7419354839,,11799.7419354839,1.198,TRUE
40.703459,-74.0126638,1000100015,7,"Salt",,32,30,,,31,,2118.42857142857,1853.625,1.198,TRUE
40.7037939,-74.0119961,1000100016,24,"Salt",,32,30,,,31,13441,,13441,1.198,TRUE
40.703721,-74.012376,1000100019,5,"Salt",,11,10,,,32,1233.83333333333,,1233.83333333333,1.198,TRUE
40.7038411,-74.0127412,1000100023,21,"Salt",,32,30,,,31,14636.0909090909,,14636.0909090909,1.198,TRUE
40.7039279,-74.012469,1000100032,5,"Salt",2,,,,,12,1512.5,,1512.5,1.198,TRUE
40.7038856,-74.0123361,1000100033,43,"Salt",3,,,,,21,3266.59090909091,,3266.59090909091,1.198,TRUE
40.7045399,-74.0130866,1000110001,32,"Salt",,32,30,,,31,46347.8787878788,,46347.8787878788,1.198,TRUE
40.704817,-74.0124913,1000110007,6,"Salt",,32,30,,,31,2239.71428571429,,2239.71428571429,1.198,TRUE
40.7049855,-74.0123803,1000110009,4,"Salt",2,,,,,11,1703.2,,1703.2,1.198,TRUE
40.7049778,-74.0122937,1000110010,4,"Salt",2,,,,,12,1354,,1354,1.198,TRUE
40.7049674,-74.0121759,1000110011,4,"Salt",2,,,,,12,1200,,1200,1.198,TRUE
40.7049604,-74.0120974,1000110012,4,"Salt",2,,,,,12,1009.2,,1009.2,1.198,TRUE
40.7049486,-74.0119634,1000110014,19,"Salt",2,,,,,13,2569.35,,2569.35,1.198,TRUE
40.7047946,-74.01158,1000110015,5.5,"Salt",,32,30,,,31,0,3541.45454545455,,1.198,TRUE
40.7046081,-74.011582,1000110017,6,"Salt",,32,30,,,32,3030.85714285714,,3030.85714285714,1.198,TRUE
40.7043408,-74.0118572,1000110021,35,"Salt",,32,30,,,31,10047.5,,10047.5,1.198,TRUE
40.7042701,-74.011876,1000110026,3,"Salt",2,,,,,11,1230,,1230,1.198,TRUE
40.7830603,-73.9712488,1000110028,0,,,,,,,,,,,,FALSE
40.7040395,-74.0122487,1000110029,0,"Salt",,,,,,,,,,1.198,FALSE
40.7041877,-74.0121524,1000117501,5,"Salt",2,,,,,12,,1826.4,1522,1.198,TRUE
40.704049,-74.013757,1000120001,7,"Salt",,408,407,,,10,40083.125,,40083.125,1.198,TRUE
40.702654,-74.0129061,1000120028,0,,,,,,,,,,,1.198,FALSE
40.7045327,-74.0142647,1000130001,14,"Salt",,32,30,,,31,,12903.2857142857,12043.0666666667,1.198,TRUE
40.7052529,-74.0140703,1000130005,22,"Salt",,32,30,,,31,18879.1304347826,,18879.1304347826,1.198,TRUE
40.7055603,-74.0139587,1000130027,23,"Salt",,32,30,,,31,33725.0416666667,,33725.0416666667,1.198,TRUE
40.7063666,-74.0156634,1000150022,31,"Salt",2,,,,,13,0,10830.5161290323,,1.2034,TRUE
40.7051613,-74.0159706,1000157501,31,"Salt",2,,,,,13,,38787.6451612903,37575.53125,1.198,FALSE
40.7062146,-74.0157157,1000157502,45,"Salt",2,,,,,13,,3996.8,3909.91304347826,1.198,TRUE
40.7048317,-74.0169728,1000160001,3,"Salt",,11,10,,,33,0,9577.33333333333,,1.2274,TRUE
40.7115735,-74.0158133,1000160003,27,"Salt",,,,,,,,111.111111111111,107.142857142857,1.3152,FALSE
40.7063131,-74.018353,1000160010,4,"Salt",,408,407,,,10,,28525,22820,1.2274,TRUE
40.8191768,-73.9606779,1000160012,0,,,,,,,,,,,,FALSE
40.7066236,-74.018017,1000160015,9,"Salt",2,,,,,13,,26573.8888888889,23916.5,1.2274,TRUE
40.7073089,-74.017235,1000160020,9,"Salt",2,,,,,13,,25640.6666666667,23076.6,1.2274,TRUE
40.7065629,-74.0175278,1000160040,8,"Salt",,402,401,,,10,0,16760.25,,1.2274,TRUE
40.7112527,-74.0165162,1000160100,5,"Salt",2,,,,,13,,376324.2,313603.5,1.2274,FALSE
40.7111252,-74.0154784,1000160120,39,"Salt",,32,30,,,31,,38509.6923076923,37546.95,1.3152,TRUE
40.7119835,-74.0152654,1000160125,43,"Salt",,32,30,,,31,,52742.4418604651,51543.75,1.3152,FALSE
40.7136518,-74.0148072,1000160140,50,"Salt",,32,30,,,31,0,44673.84,,1.3152,TRUE
40.7141805,-74.0155677,1000160150,33,"Salt",,32,30,,,31,,63153.9090909091,61296.4411764706,1.3152,TRUE
40.8191768,-73.9606779,1000160160,0,"Salt",,,,,,,,,,1.3152,FALSE
40.7165288,-74.0164279,1000160180,27,"Salt",2,,,,,13,,13214.2962962963,12742.3571428571,1.3152,TRUE
40.7162094,-74.0155753,1000160185,24,"Salt",2,,,,,13,11125.68,,11125.68,1.3152,TRUE
40.7169963,-74.0149991,1000160195,24,"Salt",2,,,,,13,,14853.4583333333,14259.32,1.3152,TRUE
40.7179924,-74.014627,1000160200,27,"Salt",2,,,,,13,0,17925.9259259259,,1.3152,FALSE
40.7175415,-74.0145351,1000160205,14,"Salt",2,,,,,13,,17084.6428571429,15945.6666666667,1.3152,TRUE
40.7182225,-74.0145691,1000160210,42,"Salt",2,,,,,13,,8500,8302.32558139535,1.3152,TRUE
40.7180139,-74.0138939,1000160215,10,"Salt",,402,401,,,10,,45000,40909.0909090909,1.3152,TRUE
40.7171027,-74.0138033,1000160220,25,"Salt",,,,,,,,4207.08,4045.26923076923,1.3152,FALSE
40.7168673,-74.0136226,1000160221,25,"Salt",2,,,,,13,,9784.68,9408.34615384615,1.3152,TRUE
40.7145304,-74.0168998,1000160225,17,"Salt",,32,30,,,31,,29529.4117647059,27888.8888888889,1.3152,TRUE
40.7148544,-74.0144968,1000160260,44,"Salt",,32,30,,,32,,48928.7045454545,47841.4,1.3152,TRUE
40.709749,-74.0178506,1000167501,25,"Salt",2,,,,,13,,7166.96,6891.30769230769,1.2274,TRUE
40.7101846,-74.0176786,1000167502,15,"Salt",2,,,,,13,,8218.93333333333,7705.25,1.2274,TRUE
40.7097763,-74.016117,1000167503,17,"Salt",2,,,,,13,,5103.70588235294,4820.16666666667,1.2274,TRUE
40.7100228,-74.0168448,1000167504,9,"Salt",2,,,,,13,,8101.44444444444,7291.3,1.2274,TRUE
40.70924,-74.0180757,1000167505,26,"Salt",2,,,,,13,,7839.88461538462,7549.51851851852,1.2274,TRUE
40.7088321,-74.0166546,1000167506,9,"Salt",2,,,,,13,,9074.11111111111,8166.7,1.2274,TRUE
40.7089922,-74.0173477,1000167507,9,"Salt",2,,,,,13,,11807.8888888889,10627.1,1.2274,TRUE
40.7082604,-74.0164872,1000167508,44,"Salt",2,,,,,13,,9740.65909090909,9524.2,1.2274,TRUE
40.7081823,-74.017826,1000167509,9,"Salt",2,,,,,13,,21640.2222222222,19476.2,1.2274,TRUE
40.7076485,-74.0166092,1000167510,28,"Salt",2,,,,,13,,8997.46428571429,8687.20689655172,1.2274,TRUE
40.707977,-74.0173492,1000167511,9,"Salt",2,,,,,13,,17509.3333333333,15758.4,1.2274,FALSE
40.7150015,-74.0152218,1000167512,14,"Salt",,11,10,,,32,,44871.4285714286,41880,1.3152,TRUE
40.7055023,-74.0171083,1000167513,38,"Salt",2,,,,,13,,13780.9736842105,13427.6153846154,1.198,FALSE
40.7063346,-74.0169647,1000167514,35,"Salt",2,,,,,13,,9853.22857142857,9579.52777777778,1.198,TRUE
40.7093441,-74.016035,1000167515,23,"Salt",2,,,,,13,,10931.7391304348,10476.25,1.2274,TRUE
40.7145304,-74.016893,1000167516,31,"Salt",2,,,,,13,,16357.0967741935,15845.9375,1.3152,TRUE
40.7073089,-74.017235,1000167517,33,"Salt",2,,,,,13,,12356.0909090909,11992.6764705882,1.2274,TRUE
40.7096944,-74.0173131,1000167518,15,"Salt",2,,,,,13,14379.125,,14379.125,1.2274,TRUE
40.716757,-74.0142512,1000167519,22,"Salt",2,,,,,13,,10591.3636363636,10130.8695652174,1.3152,TRUE
40.7157878,-74.0148234,1000167520,32,"Salt",2,,,,,13,,11791.40625,11434.0909090909,1.3152,TRUE
40.7173427,-74.0159807,1000167521,27,"Salt",2,,,,,13,,10713,10330.3928571429,1.3152,TRUE
40.7176168,-74.0138193,1000169220,0,,,,,,,,,,,1.3152,FALSE
40.7080076,-74.014987,1000170018,0,"Salt",2,,,,,13,,,,1.2034,FALSE
40.70803,-74.014869,1000170029,27,"Salt",2,,,,,13,11625.5357142857,,11625.5357142857,1.2034,TRUE
40.7278467,-74.0105136,1000170045,8,"Salt",,,,,,,,14000,12444.4444444444,1.2034,FALSE
40.7293599,-74.010541,1000170118,0,"Salt",,,,,,,,,,1.2034,FALSE
40.7082859,-74.01494,1000177502,15,"Salt",2,,,,,13,,2212.33333333333,2074.0625,1.2034,TRUE
40.706477,-74.014812,1000180100,7,"Salt",,,,,,,,27575.1428571429,24128.25,1.198,FALSE
40.7077056,-74.0138816,1000187501,38,"Salt",2,,,,,13,,9634.84210526316,9387.79487179487,1.2034,TRUE
40.7070426,-74.0139599,1000190008,1,"Fresh",,,,,,,,566,283,1.2034,FALSE
40.7071882,-74.0136802,1000190011,4,"Fresh",2,,,,,13,2071.2,,2071.2,1.2034,TRUE
40.7074223,-74.0134988,1000190013,6,"Fresh",,28,27,26,,10,8869.85714285714,,8869.85714285714,1.2034,TRUE
40.7075569,-74.013271,1000190018,7,"Fresh",2,,,,,12,1781.25,,1781.25,1.2034,TRUE
40.7076389,-74.0132503,1000190019,5,"Fresh",,32,30,,,32,3416.66666666667,,3416.66666666667,1.2034,TRUE
40.7076733,-74.0135737,1000190021,3,"Fresh",,11,10,,,31,,1333,999.75,1.2034,TRUE
40.7077441,-74.0131042,1000190024,0,"Fresh",,,,,,,,,,1.2034,FALSE
40.7061601,-74.013708,1000200001,30,"Salt",,32,30,,,32,10198.3870967742,,10198.3870967742,1.2034,TRUE
40.706344,-74.0134118,1000200004,36,"Salt",,32,30,,,31,,12429.2222222222,12093.2972972973,1.2034,TRUE
40.7065951,-74.013327,1000200009,33,"Fresh",,32,30,,,32,10832.7941176471,,10832.7941176471,1.2034,TRUE
40.7074203,-74.0129321,1000200012,5,"Fresh",2,,,,,12,4028.33333333333,,4028.33333333333,1.2034,TRUE
40.7068236,-74.0133214,1000200013,5,"Fresh",2,,,,,10,2875,,2875,1.2034,TRUE
40.7068263,-74.0130304,1000200016,31,"Fresh",,32,30,,,32,9668.15625,,9668.15625,1.2034,TRUE
40.7071757,-74.0129321,1000210001,33,"Fresh",,32,30,,,31,19139.4117647059,,19139.4117647059,1.2034,TRUE
40.707398,-74.0126037,1000210004,21,"Fresh",,32,30,,,32,15235.6363636364,,15235.6363636364,1.2034,TRUE
40.707489,-74.012516,1000210006,23,"Fresh",2,,,,,13,12628.5833333333,,12628.5833333333,1.2034,TRUE
40.7052022,-74.0131655,1000220013,32,"Salt",,32,30,,,31,26087.5454545455,,26087.5454545455,1.198,TRUE
40.7058036,-74.0127107,1000220017,18,"Fresh",,32,30,,,32,,7944.44444444444,7526.31578947368,1.198,TRUE
40.7059797,-74.0126029,1000220020,21,"Fresh",,32,30,,,31,,18567.9523809524,17723.9545454545,1.198,TRUE
40.7062313,-74.0124639,1000220024,38,"Fresh",,32,30,,,32,7709.64102564103,,7709.64102564103,1.198,TRUE
40.706483,-74.012274,1000220028,19,"Fresh",,32,30,,,31,,18186.3157894737,17277,1.198,TRUE
40.7069495,-74.0120086,1000230007,50,"Fresh",,32,30,,,31,,23313.18,22856.0588235294,1.198,TRUE
40.7070248,-74.0107915,1000230019,23,"Fresh",,32,30,,,31,10011.625,,10011.625,1.2034,FALSE
40.7067997,-74.0113826,1000230050,27,"Fresh",,32,30,,,31,16672.1428571429,,16672.1428571429,1.2034,TRUE
40.7051602,-74.0117503,1000240001,38,"Salt",,32,30,,,31,24998.9230769231,,24998.9230769231,1.198,TRUE
40.7058715,-74.0120488,1000240019,7,"Salt",,32,30,,,31,,2285,1999.375,1.198,TRUE
40.706108,-74.011544,1000240029,46,"Fresh",,32,30,,,31,7872.34042553191,,7872.34042553191,1.198,TRUE
40.7055423,-74.0114528,1000240036,20,"Salt",,32,30,,,32,9806.66666666667,,9806.66666666667,1.198,TRUE
40.7060014,-74.0117476,1000247501,31,"Fresh",2,,,,,13,,7684,7443.875,1.198,TRUE
40.7052927,-74.0108765,1000250001,31,"Salt",,32,30,,,31,12688.28125,,12688.28125,1.198,TRUE
40.705549,-74.0111079,1000250007,0,"Salt",,,,,,,,,,1.198,FALSE
40.7057726,-74.0110624,1000250010,9,"Salt",,402,401,,,10,9155.3,,9155.3,1.198,TRUE
40.7060887,-74.0111372,1000250019,21,"Salt",2,,,,,13,23547,,23547,1.198,TRUE
40.7057883,-74.0102499,1000250027,20,"Salt",,32,30,,,31,11285.7142857143,,11285.7142857143,1.2034,TRUE
40.7053263,-74.0102724,1000257501,44,"Salt",2,,,,,13,,8579.15909090909,8388.51111111111,1.198,TRUE
40.7066832,-74.0099883,1000260014,26,"Salt",2,,,,,13,0,14508.2307692308,,1.2034,FALSE
40.7061778,-74.0099151,1000260021,27,"Salt",2,,,,,13,17613.8214285714,,17613.8214285714,1.2034,TRUE
40.7067114,-74.010457,1000267501,42,"Fresh",2,,,,,13,,19304.7142857143,18855.7674418605,1.2034,TRUE
40.7056004,-74.0087796,1000270009,37,"Salt",2,,,,,13,10540.2894736842,,10540.2894736842,1.2034,TRUE
40.7055247,-74.0084226,1000270017,25,"Salt",2,,,,,13,11660.5769230769,,11660.5769230769,1.2034,TRUE
40.7059116,-74.0093672,1000277501,9,"Salt",2,,,,,13,,20919.7777777778,18827.8,1.2034,TRUE
40.7054843,-74.0095869,1000277502,57,"Salt",2,,,,,13,,12707,12487.9137931034,1.198,TRUE
40.7047243,-74.0096768,1000280001,23,"Salt",2,,,,,13,9963.375,,9963.375,1.198,TRUE
40.7050758,-74.0091604,1000280005,24,"Salt",,32,30,,,31,11698.64,,11698.64,1.198,TRUE
40.7052157,-74.0088971,1000280012,27,"Salt",,32,30,,,32,3404.46428571429,,3404.46428571429,1.2034,TRUE
40.7053341,-74.0087777,1000280015,4.5,"Salt",2,,,,,11,1318.54545454545,,1318.54545454545,1.2034,TRUE
40.7051474,-74.0100207,1000280028,0,,,,,,,,,,,,FALSE
40.7052536,-74.0085742,1000287501,15,"Salt",2,,,,,13,,6236.26666666667,5846.5,1.2034,TRUE
40.7040377,-74.0115969,1000290001,30,"Salt",,32,30,,,32,32050.6129032258,,32050.6129032258,1.198,TRUE
40.7038104,-74.0104927,1000290019,0,"Salt",,,,,,,,,,1.198,FALSE
40.7040805,-74.0105051,1000290022,3,"Salt",2,,,,,13,1811.5,,1811.5,1.198,TRUE
40.7040863,-74.010393,1000290023,4,"Salt",2,,,,,11,1575,,1575,1.198,TRUE
40.7041612,-74.0103666,1000290024,4,"Salt",2,,,,,10,1508,,1508,1.198,TRUE
40.7042077,-74.0103118,1000290025,4,"Salt",2,,,,,12,1732,,1732,1.198,TRUE
40.7042506,-74.0102359,1000290026,4,"Salt",2,,,,,12,,1834,1467.2,1.198,TRUE
40.7044541,-74.0100116,1000290029,5,"Salt",2,,,,,11,,2400,2000,1.198,TRUE
40.7048693,-74.0099748,1000290036,14,"Salt",,32,30,,,31,7000,,7000,1.198,TRUE
40.7046231,-74.010272,1000290043,7,"Salt",3,,,,,21,3029.75,,3029.75,1.198,TRUE
40.704557,-74.0104014,1000290045,3,"Salt",,32,30,,,33,867.25,,867.25,1.198,TRUE
40.7045628,-74.0105016,1000290046,4,"Salt",2,,,,,12,,1502,1201.6,1.198,TRUE
40.7044651,-74.0105152,1000290047,5.5,"Salt",2,,,,,12,,1580,1336.92307692308,1.198,TRUE
40.7044216,-74.0105494,1000290048,5,"Salt",2,,,,,12,,2188.8,1824,1.198,TRUE
40.7046866,-74.0112304,1000290070,35,"Salt",,32,30,,,31,18368.9722222222,,18368.9722222222,1.198,TRUE
40.704911,-74.0108723,1000290073,12,"Salt",,32,30,,,31,7507.38461538462,,7507.38461538462,1.198,TRUE
40.7045806,-74.0106216,1000290086,8,"Salt",,54,53,,,31,9752.77777777778,,9752.77777777778,1.198,TRUE
40.7049647,-74.010733,1000297501,8,"Salt",2,,,,,13,,7654.75,6804.22222222222,1.198,FALSE
40.7047465,-74.009702,1000297502,3,"Salt",,11,10,,,32,,11853,8889.75,1.198,TRUE
40.7045118,-74.0107781,1000297503,8,"Salt",2,,,,,13,,3185.375,2831.44444444444,1.198,TRUE
40.7042902,-74.0101182,1000297504,7,"Salt",2,,,,,12,,2747.14285714286,2403.75,1.198,TRUE
40.7035392,-74.0104952,1000300001,5,"Salt",2,,,,,12,,1623,1352.5,1.198,FALSE
40.7037073,-74.0103364,1000300003,5,"Salt",2,,,,,12,1444.16666666667,,1444.16666666667,1.198,TRUE
40.7037661,-74.0102089,1000300004,0,"Salt",,,,,,,,,,1.198,FALSE
40.7037679,-74.010074,1000300005,11,"Salt",58,,,,,32,7122.66666666667,,7122.66666666667,1.198,TRUE
40.7039923,-74.0097395,1000300019,26,"Salt",,32,30,,,31,28995.6666666667,,28995.6666666667,1.198,TRUE
40.7034619,-74.0099251,1000300032,4,"Salt",2,,,,,12,,1584,1267.2,1.198,TRUE
40.7034157,-74.0099972,1000300033,4,"Salt",2,,,,,12,,1371,1096.8,1.198,TRUE
40.7033703,-74.0100681,1000300034,5,"Salt",,32,30,,,32,1175,,1175,1.198,TRUE
40.7045906,-74.0089036,1000310001,21,"Salt",2,,,,,13,22154.7272727273,,22154.7272727273,1.2034,TRUE
40.704804,-74.0086218,1000310010,4,"Salt",2,,,,,10,1360,,1360,1.2034,TRUE
40.7045473,-74.0083002,1000310034,7,"Salt",,32,30,,,31,810.875,,810.875,1.2034,TRUE
40.7051139,-74.0078896,1000317501,36,"Salt",2,,,,,13,,15062.4166666667,14655.3243243243,1.2034,TRUE
40.7033226,-74.0088962,1000327501,53,"Salt",,32,30,,,31,,67606.9245283019,66354.9444444444,1.198,TRUE
40.7044431,-74.0084555,1000330001,26,"Salt",,32,30,,,31,20058.0740740741,,20058.0740740741,1.2034,TRUE
40.7046936,-74.0074978,1000330011,22,"Salt",2,,,,,13,20585.2173913043,,20585.2173913043,1.2034,TRUE
40.7048253,-74.0072831,1000337501,28,"Salt",2,,,,,13,,2576.64285714286,2487.79310344828,1.2034,TRUE
40.7034413,-74.0082396,1000340037,5,"Salt",,408,407,,,10,3261.33333333333,,3261.33333333333,1.2034,TRUE
40.7038389,-74.0082968,1000350001,36,"Salt",,32,30,,,31,26313.1621621622,,26313.1621621622,1.2034,TRUE
40.704267,-74.007,1000350010,24,"Salt",,32,30,,,31,39610,,39610,1.2034,TRUE
40.7465209,-74.0083349,1000360012,0,,,406,405,,,10,,,,1.2034,FALSE
40.7032959,-74.00625,1000360018,1,"Salt",,,,,,,0,199625,,1.2034,FALSE
40.7017777,-74.0112059,1000360025,1,"Salt",,,,,,,0,202275,,1.2034,FALSE
40.7048023,-74.0035222,1000360030,1,"Salt",,,,,,,0,169425,,1.2034,FALSE
40.7047178,-74.0059883,1000370001,33,"Salt",,32,30,,,32,0,17648.8484848485,,1.2034,TRUE
40.7049122,-74.0063968,1000370008,27,"Salt",2,,,,,13,9286.32142857143,,9286.32142857143,1.2034,TRUE
40.7052103,-74.0063586,1000370013,8,"Salt",3,,,,,21,3845.88888888889,,3845.88888888889,1.2034,TRUE
40.7054449,-74.0050343,1000370023,41,"Salt",,32,30,,,31,25699.0714285714,,25699.0714285714,1.2034,TRUE
40.7051418,-74.0069548,1000380001,29,"Salt",,32,30,,,31,15455.4666666667,,15455.4666666667,1.2034,TRUE
40.7056782,-74.0060885,1000380017,32,"Salt",,32,30,,,31,17177.5151515152,,17177.5151515152,1.2034,TRUE
40.7054169,-74.0074855,1000390001,12,"Salt",,32,30,,,31,,4437.75,4096.38461538462,1.2034,TRUE
40.7056275,-74.0076321,1000390004,12,"Salt",,32,30,,,31,,4170.33333333333,3849.53846153846,1.2034,TRUE
40.7057352,-74.0074941,1000390006,6,"Salt",,32,30,,,31,3230.57142857143,,3230.57142857143,1.2034,TRUE
40.7061672,-74.0066578,1000390012,39,"Salt",,32,30,,,31,26895.2,,26895.2,1.2034,TRUE
40.7055494,-74.0068785,1000390038,26,"Salt",3,,,,,21,1576.59259259259,,1576.59259259259,1.2034,TRUE
40.70554,-74.007334,1000390040,4,"Salt",2,,,,,12,,1452.75,1162.2,1.2034,TRUE
40.705498,-74.007364,1000390041,5,"Salt",2,,,,,12,1245,,1245,1.2034,TRUE
40.7058765,-74.0074034,1000397501,12,"Salt",2,,,,,13,,7513.58333333333,6935.61538461538,1.2034,TRUE
40.7061677,-74.0083195,1000400003,47,"Salt",,32,30,,,31,,34408.6382978723,33691.7916666667,1.2034,TRUE
40.7065557,-74.0090503,1000400014,32,"Salt",,32,30,,,31,8538.0303030303,,8538.0303030303,1.2034,TRUE
40.706708,-74.0089239,1000400016,20,"Salt",3,,,,,21,5688.90476190476,,5688.90476190476,1.2034,TRUE
40.7061206,-74.0076023,1000407501,19,"Salt",,32,30,,,32,,15236.5263157895,14474.7,1.2034,TRUE
40.7067097,-74.0081545,1000410015,6,"Salt",3,,,,,21,,8199.5,7028.14285714286,1.2034,TRUE
40.7070331,-74.0087053,1000410022,3,"Salt",60,,,,,10,6000,,6000,1.2034,TRUE
40.707058,-74.008441,1000410024,8,"Salt",,32,30,,,33,4666.66666666667,,4666.66666666667,1.2034,TRUE
40.7067733,-74.0087542,1000417501,12,"Salt",2,,,,,13,,2705.5,2497.38461538462,1.2034,TRUE
40.7067075,-74.008638,1000417502,5,"Salt",2,,,,,12,,2313.6,1928,1.2034,TRUE
40.7066588,-74.0085521,1000417503,16,"Salt",2,,,,,13,,4154.375,3910,1.2034,TRUE
40.7067235,-74.0084096,1000417504,66,"Salt",2,,,,,13,,15358.1818181818,15128.9552238806,1.2034,TRUE
40.706867,-74.0069465,1000420001,24,"Salt",2,,,,,13,11604.64,,11604.64,1.2034,TRUE
40.7073797,-74.0080725,1000420022,45,"Salt",2,,,,,13,,8600,8413.04347826087,1.2034,TRUE
40.7071307,-74.0077735,1000420031,25,"Salt",,32,30,,,31,20292.5,,20292.5,1.2034,TRUE
40.7068768,-74.0075787,1000420036,4,"Salt",,32,30,,,32,6705.8,,6705.8,1.2034,TRUE
40.7068089,-74.0094276,1000430001,23,"Salt",,32,30,,,32,,12567.347826087,12043.7083333333,1.2034,TRUE
40.7069547,-74.0097399,1000430002,63,"Salt",,32,30,,,31,16582.59375,,16582.59375,1.2034,TRUE
40.7070885,-74.0100839,1000430005,12,"Fresh",,32,30,,,31,8358.69230769231,,8358.69230769231,1.2034,TRUE
40.707258,-74.0103564,1000430006,2.75,"Fresh",,,,,,,6186.4,,6186.4,1.2034,FALSE
40.707688,-74.009086,1000440001,57,"Fresh",,32,30,,,31,38344.8275862069,,38344.8275862069,1.2034,TRUE
40.7078834,-74.0094552,1000447501,38,"Fresh",2,,,,,13,,12136.0263157895,11824.8461538462,1.2034,TRUE
40.7075936,-74.011445,1000460001,21,"Fresh",,32,30,,,31,7870.86363636364,,7870.86363636364,1.2034,TRUE
40.7080457,-74.0112399,1000460003,24,"Fresh",,32,30,,,31,14575.6,,14575.6,1.2034,TRUE
40.7075827,-74.0108283,1000460009,30,"Fresh",,32,30,,,31,,27991.6333333333,27088.6774193548,1.2034,TRUE
40.7082118,-74.010659,1000477501,41,"Fresh",,32,30,,,32,,42353.9756097561,41345.5476190476,1.2034,TRUE
40.7085662,-74.0099083,1000480001,50,"Fresh",,32,30,,,32,22377.9607843137,,22377.9607843137,1.2034,TRUE
40.708144,-74.012047,1000490001,1,"Fresh",60,,,,,10,0,15928,,1.2034,TRUE
40.7085896,-74.0113615,1000490002,25,"Fresh",,32,30,,,32,16618.9615384615,,16618.9615384615,1.2034,TRUE
